,name,ratings,date,helpful vote,comment,preprocessed_comment,pos_comment
1997,김유경,4,2017년 5월 15일,0,다른노래들려줘 를 자꾸만 빠른노래 들려줘 라고 알아먹어요... ㅠㅠ 그리고 네이버 뮤직 이벤트를 통해 전곡 무료 쿠폰 받으려고 하는데 설문조사 후에 앱이 바로 꺼져요 3번이나요.. 어떻게해야하나요?!,다른노래들려줘 를 자꾸만 빠른노래 들려줘 라고 알아먹어요... ㅠㅠ 그리고 네이버 뮤직 이벤트를 통해 전곡 무료 쿠폰 받으려고 하는데 설문조사 후에 앱이 바로 꺼져요 3번이나요.. 어떻게해야하나요?!,다른 노래 들리 어 주 어 를 자꾸 만 빠르 ㄴ 노래 들리 어 주 어 라고 알아먹 어요 ... ㅠㅠ 그리고 네이버 뮤직 이벤트 를 통하 아 전곡 무료 쿠폰 받 으려고 하 는데 설문조사 후 에 앱이 바로 꺼지 어요 3 번 이 나요 . . 어떻 게 하 아야 하 나요 ? !
1998,정승훈,5,2017년 5월 15일,0,음석 인식도 잘되고... 좋습니다. 근데 길찾기 검색 후 네이버 네비게이션 연결시 오류 발생합니다. 개선하여 주세요,음석 인식도 잘되고... 좋습니다. 근데 길찾기 검색 후 네이버 네비게이션 연결시 오류 발생합니다. 개선하여 주세요,음석 인식 도 잘 되 고 ... 좋 습니다 . 근데 길 찾 기 검색 후 네이버 네비게이션 연결 시 오류 발생 하 ㅂ니다 . 개선 하 아 주세 요
1999,조아현,1,2017년 5월 15일,0,말을 못알아 들을때가 많아요... 제가 어쩌라고 라고 했는데 어쩌라고에 대해 검색을 하고..  전 개인적으로 비추천...,말을 못알아 들을때가 많아요... 제가 어쩌라고 라고 했는데 어쩌라고에 대해 검색을 하고.. 전 개인적으로 비추천...,말 을 못 알 아 들 을 때 가 많 아요 ... 제가 어쩌라고 라고 하 았 는데 어쩌라고 에 대하 아 검색 을 하 고 . . 전 개인 적 으로 비추천 ...
2000,강민석,5,2017년 5월 15일,0,저기 바탕화면에서 부르면 나오게는건 못하나요? 그러면 더편리할꺼같아서요 빠른사간에 답 부탁드립니다,저기 바탕화면에서 부르면 나오게는건 못하나요? 그러면 더편리할꺼같아서요 빠른사간에 답 부탁드립니다,저기 바탕 화면 에서 부르 면 나오 게 는 이 건 못하 나요 ? 그러면 더 편리 하 ㄹ 꺼 같 아서요 빠르 ㄴ 사가 ㄴ 에 답 부탁드립니 다
2001,Beongky Kang,4,2017년 5월 15일,0,네이버 캘린더 일정을 불러올 수 있게 해주세요. 그래도 네이버 건데... 네이버 캘린더나 카페 블로그 정보 연동되어야겠지요. 화이팅~,네이버 캘린더 일정을 불러올 수 있게 해주세요. 그래도 네이버 건데... 네이버 캘린더나 카페 블로그 정보 연동되어야겠지요. 화이팅,네이버 캘린더 일정 을 불러오 ㄹ 수 있 게 해주 세 요 . 그래도 네이버 걸 ㄴ데 ... 네이버 캘린더 나 카페 블로그 정보 연동 되 어야 하 겠 지요 . 화이팅
2002,Google 사용자,1,2017년 5월 15일,0,말하니까 샐리가 이상한 노래를 틀어주네요. 그리고 키보드로 하면 죄송해요 인식하지 못하였어요 라고  뜨내요 빨리개선 좀 해주세요,말하니까 샐리가 이상한 노래를 틀어주네요. 그리고 키보드로 하면 죄송해요 인식하지 못하였어요 라고 뜨내요 빨리개선 좀 해주세요,말 하 니까 새 ㄹ 리가 이상 하 ㄴ 노래 를 틀 어 주 네요 . 그리고 키보드 로 하 면 죄송 하 아요 인식 하지 못하 이 었 어요 라고 뜨 내 요 빨리 개선 좀 해 주세 요
2003,Yeu Jung Choi,2,2017년 5월 15일,0,새로워서 설치해 봤는데 무엇보다 샐리가 자료를 알려줘서 사이트로 들어가면 이유없이 왭 자동 종료 해요.이용 할 수가 없음. 아직 갈 길이 머네요.ㅜ,새로워서 설치해 봤는데 무엇보다 샐리가 자료를 알려줘서 사이트로 들어가면 이유없이 왭 자동 종료 해요.이용 할 수가 없음. 아직 갈 길이 머네요.ㅜ,새롭 어서 설치 하 아 보 았 는데 무엇 보다 새 ㄹ 리가 자료 를 알리 어 주 어서 사이트 로 들어가 면 이유 없이 왭 자동 종료 하 아요 . 이용 하 ㄹ 수 가 없 음 . 아직 가 ㄹ 길이 머네요.ㅜ
2004,한모양,3,2017년 5월 14일,1,이용할때 일일히 앱에 들어가야해서 불편해요. 구글 처럼 말로 켤 수 있게 해주시거나 위젯기능을 추가해주세요,이용할때 일일히 앱에 들어가야해서 불편해요. 구글 처럼 말로 켤 수 있게 해주시거나 위젯기능을 추가해주세요,이용 하 ㄹ 때 일일히 앱에 들어가 아야 하 아서 불편 하 아요 . 구글 처럼 말로 켜 ㄹ 수 있 게 해주시거 나 위젯기능 을 추가 해 주세 요
2005,김진곤,3,2017년 5월 13일,1,겔럭시노트5 화면오버레이걸려서 사용을 못하네요 아쉬워요 노트에서는 안되는건지 아시는분 계세요 아답답 하네,겔럭시노트5 화면오버레이걸려서 사용을 못하네요 아쉬워요 노트에서는 안되는건지 아시는분 계세요 아답답 하네,겔럭시노트5 화면오버레이걸려서 사용 을 못하 네 요 아쉽 어요 노트 에서 는 안 되 는 건지 아시 는 분 계세 요 아답답 하네
2006,이다형,4,2017년 5월 15일,0,좋은데 음성 인식률과 속도가 좀 부족하네요. 아직 충분히 똑또하진 않고요. 그래도 기대하게 만드는 앱입니다!!,좋은데 음성 인식률과 속도가 좀 부족하네요. 아직 충분히 똑또하진 않고요. 그래도 기대하게 만드는 앱입니다!!,좋 은데 음성 인식 률 과 속도 가 좀 부족 하 네요 . 아직 충분히 똑 또 하지 ㄴ 않 고요 . 그래도 기대 하 게 만들 는 앱입니다!!
2007,Google 사용자,3,2017년 5월 13일,2,단어를 제대고 못알아듣고 계속 동문서답함.  속터져 ㅜㅜ,단어를 제대고 못알아듣고 계속 동문서답함. 속터져 ㅜㅜ,단어 를 제대 이 고 못 알아듣 고 계속 동문서답 하 ㅁ . 속 터지 어 ㅜㅜ
2008,スンヒギム,4,2017년 5월 15일,1,"제가 키보드를치거나 말로물어봐도 계속 ""죄송합니다 못알아먹었어요"" 이러는데 ㅋㅋ 이거어떻게해요",제가 키보드를치거나 말로물어봐도 계속 죄송합니다 못알아먹었어요 이러는데 ㅋㅋ 이거어떻게해요,제가 키보드 를 치 거나 말로 물어보 아도 계속 죄송 하 ㅂ니다 못 알아먹 었 어요 이렇 는데 ㅋㅋ 이거 어떻 게 하 아요
2009,민달팽이,4,2017년 5월 14일,1,버튼을 누르는것보다 음성으로 샐리라 부르는건 안되나요??ㅠㅠ그리고 앱이 백그라운드일때도 불러서 응답하면 최고일듯 하네요,버튼을 누르는것보다 음성으로 샐리라 부르는건 안되나요??ㅠㅠ그리고 앱이 백그라운드일때도 불러서 응답하면 최고일듯 하네요,버튼 을 누르 는 것 보다 음성 으로 새 ㄹ 리라 부르 는 건 안되나요??ㅠㅠ그리고 앱이 백그라운드일때 도 부르 어서 응답 하 면 최고일듯 하네 요
2010,jee hun Kim,3,2017년 5월 12일,5,홈버튼 길게 누르기로 설정 하는 방법 (삼성 S6엣지. 누가 버젼 기준). 설정 🔜 애플리케이션 🔜 오른쪽상단 위. 점3개 🔜 기본앱 🔜 디바이스 도우미앱 🔜 네이버클로바 선택.,홈버튼 길게 누르기로 설정 하는 방법 삼성 S6엣지. 누가 버젼 기준. 설정 애플리케이션 오른쪽상단 위. 점3개 기본앱 디바이스 도우미앱 네이버클로바 선택.,홈버튼 길 게 누르 기 로 설정 하 는 방법 삼성 S6엣지. 누구 가 버 지 어 ㄴ 기준 . 설정 애플리케이션 오른쪽상단 위 . 점3개 기본앱 디바이스 도우미앱 네이버클로바 선택 .
2011,채민석,3,2017년 5월 13일,1,노래재생같은경우도 ooo의 ooo틀어줘나 재생이라고 하면 틀어주겠다고하고 쌩뚱맞은거 재생함..,노래재생같은경우도 ooo의 ooo틀어줘나 재생이라고 하면 틀어주겠다고하고 쌩뚱맞은거 재생함..,노래재생 같 은 경우 도 ooo 의 ooo 틀 어 주 어 나 재생 이 라고 하 면 틀 어 주 겠 다고 하 고 쌩뚱맞은거 재생 하 ㅁ . .
2012,Crappy Blade,3,2017년 5월 13일,1,"갤S8사용중인데, 음성인식이 빅스비보다 많이 떨어지고, 폰기능과 연계된 명령은 실행이 불안정함.",갤S8사용중인데 음성인식이 빅스비보다 많이 떨어지고 폰기능과 연계된 명령은 실행이 불안정함.,개 ㄹ S8 사용중 이 ㄴ데 음성인식 이 빅스비보다 많이 떨어지 고 폰기능 과 연계 되 ㄴ 명령 은 실행 이 불안정 하 ㅁ .
2013,본가반달,4,2017년 5월 14일,0,정말 대단한 앱이네요! 근데 음악 추천받고 이벤트 참여하기 팝업이 떠서 클릭하면 앱이 중지됩니다~,정말 대단한 앱이네요! 근데 음악 추천받고 이벤트 참여하기 팝업이 떠서 클릭하면 앱이 중지됩니다,정말 대단 하 ㄴ 앱이네요! 근데 음악 추천 받 고 이벤트 참여 하 기 팝업 이 뜨 어서 클릭 하 면 앱이 중지 되 ㅂ니다
2014,김재성,5,2017년 5월 15일,0,네이버 캘린더 앱과 연동 되면 좋겠는데 안되서 아쉽습니다 네이버 앱 구동에 호환되었으면 합니다,네이버 캘린더 앱과 연동 되면 좋겠는데 안되서 아쉽습니다 네이버 앱 구동에 호환되었으면 합니다,네이버 캘린더 앱과 연동 되 면 좋 겠 는데 안 되 서 아쉽 습니다 네이버 앱 구동 에 호환 되 었 으면 하 ㅂ니다
2015,뷁봷,5,2017년 5월 15일,0,아침마다 이친구 알림설정 땜에 잠에서 깨 상쾌한 아침을 맞이 하네요 근데 게임 키는것도 되나요?,아침마다 이친구 알림설정 땜에 잠에서 깨 상쾌한 아침을 맞이 하네요 근데 게임 키는것도 되나요?,아침 마다 이친구 알리 ㅁ 설정 땜 에 잠 에서 깨 어 상쾌한 아침 을 맞이 하네 요 근데 게임 키 는 것 도 되 나요 ?
2016,AC Saint,5,2017년 5월 13일,3,인식도 잘되고 좋네여 폰에 설치된 앱 실행시키거나하는 기능 있으면 좋겠네여,인식도 잘되고 좋네여 폰에 설치된 앱 실행시키거나하는 기능 있으면 좋겠네여,인식 도 잘 되 고 좋 네 이 어 폰 에 설치 되 ㄴ 앱 실행 시키 거나 하 는 기능 있 으면 좋 겠 네 이 어
2017,Tori B,1,2017년 5월 15일,0,전 안되네요. 아무리 말을 해도 잘 못알아들었다고 뜨고. 키보드 검색도 안되고ㅠ,전 안되네요. 아무리 말을 해도 잘 못알아들었다고 뜨고. 키보드 검색도 안되고ㅠ,전 안 되 네요 . 아무리 말 을 하 아도 잘 못 알아듣 었 다고 뜨 고 . 키보드 검색 도 안되고ㅠ
2018,yongho park,1,2017년 5월 15일,0,"한마디로 답답한 앱. 영어 대화 같은 기능들은 흥미로웠으나 기본적인 성능미달이 모든걸 망쳤다. 알 수 없는 이유로 음성인식 자체가 작동하지 않기도 하고, 음성인식 속도도 너무나 느리다. 음성인식 정확도도 아직은 실망스러운 수준. 연산량이 다르긴 하겠지만 기본어플인 s보이스보다도 못하다. 그러나 어조의 자연스러움은 인상적이었다. S보이스를 듣고 보면 확연히 차이가 느껴진다. 적어도 거북하지 않다. 물론 베타라는 표시 그대로, 아직 개발된지 얼마되지 않았기에 단점들은 곧 개선될 수 있다고 생각된다. 단지 지금 당장은 쓰기 쉽지 않다는 ...전체 리뷰",한마디로 답답한 앱. 영어 대화 같은 기능들은 흥미로웠으나 기본적인 성능미달이 모든걸 망쳤다. 알 수 없는 이유로 음성인식 자체가 작동하지 않기도 하고 음성인식 속도도 너무나 느리다. 음성인식 정확도도 아직은 실망스러운 수준. 연산량이 다르긴 하겠지만 기본어플인 s보이스보다도 못하다. 그러나 어조의 자연스러움은 인상적이었다. S보이스를 듣고 보면 확연히 차이가 느껴진다. 적어도 거북하지 않다. 물론 베타라는 표시 그대로 아직 개발된지 얼마되지 않았기에 단점들은 곧 개선될 수 있다고 생각된다. 단지 지금 당장은 쓰기 쉽지 않다는 ...전체 리뷰,한마디 로 답답 하 ㄴ 앱. 영어 대화 같 은 기능 들 은 흥미 롭 었 으나 기본 적 이 ㄴ 성능미달 이 모든걸 망치 었 다 . 알 ㄹ 수 없 는 이유 로 음성인식 자체 가 작동 하지 않 기 도 하 고 음성인식 속도 도 너무 나 느리 다 . 음성인식 정확도 도 아직 은 실망 스럽 ㄴ 수준 . 연산량 이 다르 기 ㄴ 하 겠 지만 기본 어플 이 ㄴ s보이스보다 도 못하 다 . 그러나 어조 의 자연 스럽 ㅁ 은 인상 적 이 었 다 . S보이스 를 듣 고 보 면 확연히 차이 가 느끼 어 지 ㄴ다 . 적어도 거북 하지 않 다 . 물론 베타 이 라는 표시 그대로 아직 개발 되 ㄴ지 얼마 되 지 않 았 기 에 단점 들 은 곧 개선 되 ㄹ 수 있 다고 생각 되 ㄴ다 . 단지 지금 당장 은 쓰기 쉽 지 않 다는 ... 전체 리뷰
2019,김지환,2,2017년 5월 15일,0,말하세요 만 뜨고 듣는중이 안된다 튕겨나간 왜 이리 불안한 앱인가요?,말하세요 만 뜨고 듣는중이 안된다 튕겨나간 왜 이리 불안한 앱인가요?,말 하 시 어요 만 뜨 고 듣 는 중 이 안 되 ㄴ다 튕기 어 나가 ㄴ 왜 이리 불안 하 ㄴ 앱인가요?
2020,이다희,2,2017년 5월 15일,0,아니 이거 네이버로 가입하고 다동의 했는데  안되는 데요?확인 버튼도 없고..이래저래하면 어쩌라는 거죠..,아니 이거 네이버로 가입하고 다동의 했는데 안되는 데요?확인 버튼도 없고..이래저래하면 어쩌라는 거죠..,아니 이거 네이버 로 가입 하 고 다동 의 하 았 는데 안 되 는 데 요 ? 확인 버튼 도 없 고 .. 이래저래 하 면 어쩌 라는 거 죠 . .
2021,감성어쿠스틱밴드 '소년과 바다'Boys & Sea,1,2017년 5월 15일,1,뭐가 하나도 안되는구만? 보이스 인식도안되고,뭐가 하나도 안되는구만? 보이스 인식도안되고,뭐 가 하나 도 안 되 는구만 ? 보이스 인식도안 되 고
2022,신창용,5,2017년 5월 15일,0,음성 인식률 및 자료검색능력이 좋고 샐리의 음성도 좋습니다 외국발음 인식 부분은 더 개선되면 좋을꺼같네요,음성 인식률 및 자료검색능력이 좋고 샐리의 음성도 좋습니다 외국발음 인식 부분은 더 개선되면 좋을꺼같네요,음성 인식 률 및 자료검색능력 이 좋 고 새 ㄹ 리 의 음성 도 좋 습니다 외국발음 인식 부분 은 더 개선되 이 면 좋 을 꺼 같 네요
2023,JinYoung Ryu,1,2017년 5월 15일,1,A5사용자 입니다. 음성인식이 전~~혀 되지 않습니다. 키보드로 직접 입력해도 알아듣지 못한다고 나오네요.,A5사용자 입니다. 음성인식이 전 혀 되지 않습니다. 키보드로 직접 입력해도 알아듣지 못한다고 나오네요.,A5사용자 이 ㅂ니다 . 음성인식 이 전 혀 되 지 않 습니다 . 키보드 로 직접 입력 하 아도 알아듣 지 못하 ㄴ다고 나오 네요 .
2024,리욧,3,2017년 5월 15일,1,딱 5분 써 본 결과... 음성인식을 못해요. 혹시나 휴대폰 문제인가 싶어 ok google 을 시도했더니 아주 잘되더라구요 음성인식 버튼도 눌러야 한다는 점에서 불편해 보이구요 네이버앱처럼 화면에 항상 둥둥 떠다니며 편히 실행시킬수 있으면 좋을거 같구요 여러 잡담도 나눌 수 있나요? 인식이 안되서 그런 부분을 체크해보질 못했어요 애플 시리같이 떠들수 있게 하면 좋을거 같네요 여러가지 생활 팁들을 빅데이터 수집해서 사이트 연결이 아닌 직접 말해주기도 있었으면 좋겠어요(요리 순서라든지) 만약 요리면 타이머 기능도 함께 추가되서 시간까...전체 리뷰,딱 5분 써 본 결과... 음성인식을 못해요. 혹시나 휴대폰 문제인가 싶어 ok google 을 시도했더니 아주 잘되더라구요 음성인식 버튼도 눌러야 한다는 점에서 불편해 보이구요 네이버앱처럼 화면에 항상 둥둥 떠다니며 편히 실행시킬수 있으면 좋을거 같구요 여러 잡담도 나눌 수 있나요? 인식이 안되서 그런 부분을 체크해보질 못했어요 애플 시리같이 떠들수 있게 하면 좋을거 같네요 여러가지 생활 팁들을 빅데이터 수집해서 사이트 연결이 아닌 직접 말해주기도 있었으면 좋겠어요 요리 순서라든지 만약 요리면 타이머 기능도 함께 추가되서 시간까...전체 리뷰,딱 5 분 쓰 어 보 ㄴ 결과 ... 음성인식을 못하 아요 . 혹시 나 휴대폰 문제 인가 싶 어 ok google 을 시도 하 았 더니 아주 잘 되 더라구요 음성인식 버튼 도 누르 어야 하 ㄴ다는 점 에서 불편 하 아 보이 구요 네이버앱처럼 화면 에 항상 둥둥 떠다니 며 편히 실행 시키 ㄹ 수 있 으면 좋 을 거 같 구요 여러 잡담 도 나누 ㄹ 수 있 나요 ? 인식 이 안 되 서 그런 부분 을 체크 하 아 보 지 ㄹ 못하 았 어요 애플 시리 같이 떠들 ㄹ 수 있 게 하 면 좋 을 거 같 네요 여러 가지 생활 팁 들 을 빅데이터 수집 하 아서 사이트 연결이 아니 ㄴ 직접 말해주 이 기 도 있 었 으면 좋 겠 어요 요리 순서 이 라든지 만약 요리 이 면 타이머 기능 도 함께 추가 되 서 시간까 ... 전체 리뷰
2025,대피소,1,2017년 5월 15일,0,말을 못알아들었다는 안내문만 뜨네요..아무리베타라도 준정식 아닌가,말을 못알아들었다는 안내문만 뜨네요..아무리베타라도 준정식 아닌가,말 을 못 알아듣 었 다는 안내문 만 뜨 네요 . . 아무리베타 이 라도 준정식 아니 ㄴ가
2026,동글동글,1,2017년 5월 15일,0,자꾸 못알아들었다는 말밖에 안나와요.. 가능한 명령어 들어가서 눌렀는데도 그렇게 떠요,자꾸 못알아들었다는 말밖에 안나와요.. 가능한 명령어 들어가서 눌렀는데도 그렇게 떠요,자꾸 못 알아듣 었 다는 말밖 에 안나 오 아요 . . 가능 하 ㄴ 명령어 들어가 아서 누르 었 는데 도 그렇 게 뜨 어요
2027,Google 사용자,1,2017년 5월 15일,1,네이버는 이걸 앱이라고 만드나? 말 제대로 알아듣지도 못하고 소리도 제대로 안 남.,네이버는 이걸 앱이라고 만드나? 말 제대로 알아듣지도 못하고 소리도 제대로 안 남.,네이버 는 이거 ㄹ 앱이라고 만들 나 ? 말 제대로 알아듣 지 도 못하 이 고 소리 도 제대로 안 남 .
2028,Google 사용자,3,2017년 5월 15일,0,너무 많은곳에서 다운되고 멈추고 말귀를 못알아 먹고 ㅜㅜ,너무 많은곳에서 다운되고 멈추고 말귀를 못알아 먹고 ㅜㅜ,너무 많 은 곳 에서 다운 되 고 멈추 고 말귀 를 못 알 아 먹 고 ㅜㅜ
2029,JAEWON SHIN,2,2017년 5월 15일,0,호출기능이 없는건가요?... 굳이 앱을 손으로 실행시키고 마이크를 터치한 다음에 쓸 수 있는 게 안좋습니다.,호출기능이 없는건가요?... 굳이 앱을 손으로 실행시키고 마이크를 터치한 다음에 쓸 수 있는 게 안좋습니다.,호출기능 이 없 는 건가요 ? ... 굳이 앱을 손 으로 실행 시키 고 마이크 를 터치 하 ㄴ 다음 에 쓰 ㄹ 수 있 는 게 안 좋 습니다 .
2030,sangkool song,3,2017년 5월 15일,0,네이버 뮤직 말고 다른  스트리밍 서비스도 연결 가능하게 해주세요,네이버 뮤직 말고 다른 스트리밍 서비스도 연결 가능하게 해주세요,네이버 뮤직 말 고 다른 스트리밍 서비스 도 연결 가능 하 게 해 주세 요
2031,이석희,2,2017년 5월 15일,0,음성인식이 안돼요... 모든권한 다 허용했는데... 귀머거리 비선가여...,음성인식이 안돼요... 모든권한 다 허용했는데... 귀머거리 비선가여...,음성인식 이 안 되 어요 ... 모든권 하 ㄴ 다 허용 하 았 는데 ... 귀머거리 비선가여 ...
2032,유성노,4,2017년 5월 14일,0,스마트워치에서도 사용할 수 있다면 정말 훌륭할듯...그렇게 된다면 구글 어시스턴트를 제치고 인공지능의 정상에 등극할듯,스마트워치에서도 사용할 수 있다면 정말 훌륭할듯...그렇게 된다면 구글 어시스턴트를 제치고 인공지능의 정상에 등극할듯,스마트워치 에서 도 사용 하 ㄹ 수 있 다면 정말 훌륭 하 ㄹ 듯 ... 그렇 게 되 ㄴ다면 구글 어시스턴트 를 제치 고 인공지능 의 정상 에 등극 하 ㄹ 듯
2033,박찬희,1,2017년 5월 13일,2,갤럭시 노트7 도 검색 안되는 쓰레기...,갤럭시 노트7 도 검색 안되는 쓰레기...,갤럭시 노트7 도 검색 안 되 는 쓰레기 ...
2034,강민수,5,2017년 5월 15일,0,갤럭시탭S3사용자 지원요청드림니다.,갤럭시탭S3사용자 지원요청드림니다.,갤럭시탭S3사용자 지원요청드림니 다 .
2035,Google 사용자,5,2017년 5월 15일,0,새 세상이   시작되는것 같아요,새 세상이 시작되는것 같아요,새 세상 이 시작 되 는 것 같 아요
2036,Google 사용자,1,2017년 5월 15일,1,이거 뭐 소리인식도 안되고 좀더 개발하세요~~,이거 뭐 소리인식도 안되고 좀더 개발하세요,이거 뭐 소리인식 도 안 되 고 좀 더 개발 하 시 어요
2037,Google 사용자,4,2017년 5월 15일,0,아직활용하진 않았지만ㅡ,아직활용하진 않았지만ㅡ,아직 활용 하지 ㄴ 않 았 지 말 아 느
2038,다루루,3,2017년 5월 15일,0,만약 날씨알려줘 하면 알려주는데 다시라고 말을 해 다시 듣고 싶은데 그게 안되서 아쉽네요,만약 날씨알려줘 하면 알려주는데 다시라고 말을 해 다시 듣고 싶은데 그게 안되서 아쉽네요,만약 날씨 알리 어 주 어 하 면 알리 어 주 는데 다시 라고 말 을 하 아 다시 듣 고 싶 은데 그 게 안 되 서 아쉽 네요
2039,Jason on the Load,4,2017년 5월 15일,0,다른 음성비서 앱(오케이구글)을 쓰려고 크로바를 끄고 싶을때는 어떤 명령어를 사용하나요 ?,다른 음성비서 앱 오케이구글을 쓰려고 크로바를 끄고 싶을때는 어떤 명령어를 사용하나요 ?,다른 음성비서 앱 오케이구글 을 쓰 려고 크로바를 끄 고 싶 을 때 는 어떤 명령어 를 사용 하나 요 ?
2040,J. Kim,5,2017년 5월 15일,0,여러분을 위해 저의 해결 방법을 적습니다. 구글 크롬이나 구글 관련된 것의 기본 프로그램 설정을 해제해 보세요,여러분을 위해 저의 해결 방법을 적습니다. 구글 크롬이나 구글 관련된 것의 기본 프로그램 설정을 해제해 보세요,여러분 을 위하 아 저 의 해결 방법 을 적 습니다 . 구글 크롬 이나 구글 관련 되 ㄴ 것 의 기본 프로그램 설정 을 해제 하 아 보세 요
2041,jksteve kim,3,2017년 5월 12일,2,아직은 베타라 이해한다만...,아직은 베타라 이해한다만...,아직 은 베타 이 라 이해 하 ㄴ 다만 ...
2042,님클락,1,2017년 5월 15일,0,난 외 음성인식도 음성 안내도 안되는거지;;;,난 외 음성인식도 음성 안내도 안되는거지,나 ㄴ 외 음성인식 도 음성 안내 도 안 되 는 거지
2043,CNW,2,2017년 5월 15일,1,아무 것도 못 알아듣습니다만...? 타자로 쳐서 물어봐도 못알아듣네요.,아무 것도 못 알아듣습니다만...? 타자로 쳐서 물어봐도 못알아듣네요.,아무 것 도 못 알아듣 습니다만 ... ? 타자 로 치 어서 물어보 아도 못 알아듣 네요 .
2044,백규민,5,2017년 5월 15일,0,다른 것 처럼 재미로 하는 게 아니라 진짜 편리하게 사용되도록 한 앱 같아서 좋아요&gt;&lt; 감사합니다!!,다른 것 처럼 재미로 하는 게 아니라 진짜 편리하게 사용되도록 한 앱 같아서 좋아요gtlt 감사합니다!!,다른 것 처럼 재미 로 하 는 게 아니 이 라 진짜 편리 하 게 사용 되 도록 한 앱 같 아서 좋 아요 gtlt 감사 하 ㅂ니다 ! !
2045,듀플러,4,2017년 5월 13일,2,생각보다 나쁘지 않네요,생각보다 나쁘지 않네요,생각 보다 나쁘 지 않 네요
2046,수정,3,2017년 5월 13일,1,좀더 발음을 잘알아들으면좋을듯요,좀더 발음을 잘알아들으면좋을듯요,좀 더 발음 을 잘 알아듣 으면 좋 을 듯 요
2047,soon kim,1,2017년 5월 15일,0,큰기대 안하시길..,큰기대 안하시길..,크 ㄴ 기대 안 하 시 기 ㄹ . .
2048,CGHH,4,2017년 5월 14일,0,위젯 좀 만들어주세요~,위젯 좀 만들어주세요,위젯 좀 만들 어 주 시 어요
2049,잇세,4,2017년 5월 15일,0,이거모만검색하면꺼지는거빼고다너무좋아용!,이거모만검색하면꺼지는거빼고다너무좋아용!,이거 모 만 검색 하 면 꺼지 는 거 빼 고 다 너무 좋 아 용 !
2050,박정환,5,2017년 5월 13일,2,일정관리 정말편하고 좋네요!!,일정관리 정말편하고 좋네요!!,일정관리 정말편 하 고 좋 네요 ! !
2051,유남무,1,2017년 5월 16일,0,구글과 음성인식 정학도가 너무 차이나요,구글과 음성인식 정학도가 너무 차이나요,구글 과 음성인식 정학 도 가 너무 차이나 요
2052,JINU LIM,5,2017년 5월 13일,1,잘되고 좋으네요  더 발전하길 기대해 봅니다.,잘되고 좋으네요 더 발전하길 기대해 봅니다.,잘 되 고 좋으네요 더 발전 하 기 ㄹ 기대 하 아 보 ㅂ니다 .
2053,clone cell,3,2017년 5월 15일,0,폰에 있는 노래가 재생되도록 할수 있게 해주세요,폰에 있는 노래가 재생되도록 할수 있게 해주세요,폰 에 있 는 노래 가 재생 되 도록 하 ㄹ 수 있 게 해 주세 요
2054,K L,2,2017년 5월 13일,1,역시...구글성님 따라오려면..,역시...구글성님 따라오려면..,역시 ... 구글 성 님 따라오 려면 . .
2055,김일식,2,2017년 5월 13일,1,듣기 대기 중 오류가 잦네요,듣기 대기 중 오류가 잦네요,듣기 대기 중 오류 가 잦 네요
2056,I will never be a memory,5,2017년 5월 15일,1,파파고도 그렇고 대한민국 넘버원 포탈답게 열일하는듯!!,파파고도 그렇고 대한민국 넘버원 포탈답게 열일하는듯!!,파파 고도 그렇 고 대한민국 넘버원 포탈 답 게 열 일 하 는 듯 !!
2057,도솔거사,1,2017년 5월 15일,0,안되는데요 노트5,안되는데요 노트5,안 되 는데요 노트5
2058,조상우,5,2017년 5월 13일,0,검색엔진 구글로 바꿀 수 있게 해주세욧,검색엔진 구글로 바꿀 수 있게 해주세욧,검색엔진 구글 로 바꾸 ㄹ 수 있 게 해주세욧
2059,추유빈,1,2017년 5월 15일,1,마이크권한허용해도 말 못듣는듯...,마이크권한허용해도 말 못듣는듯...,마이크권한허용해 도 말 못 듣 는 듯 ...
2060,우민혁,4,2017년 5월 15일,0,영어대화 기능처럼 일본어대화 기능도 추가해주세요,영어대화 기능처럼 일본어대화 기능도 추가해주세요,영어대화 기능 처럼 일본어대화 기능 도 추가 해 주세 요
2061,박두희,4,2017년 5월 15일,0,알람 오전/오후 시간 은 맞춰지는데 분은 10단위가 안떠요,알람 오전오후 시간 은 맞춰지는데 분은 10단위가 안떠요,알람 오전오후 시간 은 맞추 어 지 는데 분 은 10 단위 가 안 뜨 어요
2062,준이,1,2017년 5월 15일,1,한 단어도 인식하질 못하는데 뭘 쓰라는거죠?...,한 단어도 인식하질 못하는데 뭘 쓰라는거죠?...,한 단어 도 인식 하지 ㄹ 못하 는데 뭘 쓰 라는 거 죠 ? ...
2063,이동원,2,2017년 5월 15일,0,말길을 못 알아듣네요,말길을 못 알아듣네요,말길 을 못 알아듣 네요
2064,함정식,5,2017년 5월 13일,2,걍5개줬다,걍5개줬다,걍5개줬다
2065,K H,1,2017년 5월 15일,1,자기이름도 못알아듣는데 인공지능 맞음....?,자기이름도 못알아듣는데 인공지능 맞음 ?,자기이름 도 못 알아듣 는데 인공지능 맞 음 ?
2066,JH Park,5,2017년 5월 14일,0,갤8이 없어도 쓸 수 있는 인공지능 비서!,갤8이 없어도 쓸 수 있는 인공지능 비서!,개 ㄹ 8 이 없어 도 쓰 ㄹ 수 있 는 인공지능 비서 !
